City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,ginda,30.6945,78.4932,57.24,40,21,8.08,IN,1681319649
276,kawalu,-7.3817,108.2082,73.42,98,100,1.05,ID,1681319649
277,shingu,33.7333,135.9833,49.5,85,1,6.26,JP,1681319650
278,flinders,-34.5833,150.8552,61.18,82,95,7.0,AU,1681319179
279,mount isa,-20.7333,139.5,71.37,60,100,3.44,AU,1681319650
280,walvis bay,-22.9575,14.5053,63.45,66,0,11.59,NA,1681319314
281,alice springs,-23.7,133.8833,74.75,50,100,6.91,AU,1681318963
282,bouca,6.5105,18.2733,85.55,43,62,5.53,CF,1681319651
283,kabo,7.6994,18.629,91.26,30,95,3.11,CF,1681319652
284,kiunga,-6.1219,141.2906,73.49,100,100,1.52,PG,1681319654
285,gao,16.6362,1.637,99.75,8,56,5.86,ML,1681318971
286,delvada,20.7667,71.0333,83.52,49,79,9.26,IN,1681319655
287,oga,46.4631,10.347,44.69,97,100,5.1,IT,1681319655
288,yanam,16.7333,82.2167,80.65,71,0,3.31,IN,1681319312
289,hambantota,6.1241,81.1185,81.23,80,100,11.72,LK,1681319203
290,ust-maya,60.4167,134.5333,8.1,97,85,3.51,RU,1681319656
291,zhangjiakou,40.81,114.8794,55.44,27,96,1.23,CN,1681319656
292,klaksvik,62.2266,-6.589,45.52,93,100,27.02,FO,1681319156
293,kailua,21.4022,-157.7394,75.18,77,100,5.01,US,1681319657
294,ponnani,10.767,75.9252,83.52,81,1,3.04,IN,1681319395
295,hervey bay,-25.2986,152.8535,71.94,69,20,12.48,AU,1681319255
296,svobodnyy,51.4,128.1333,29.62,62,91,13.56,RU,1681319658
297,vilhena,-12.7406,-60.1458,81.14,71,68,3.53,BR,1681319658
298,mbala,-8.8402,31.3659,62.01,92,100,2.08,ZM,1681319659
299,mabaruma,8.2,-59.7833,87.8,51,75,7.16,GY,1681319659
300,concordia,-31.393,-58.0209,78.87,80,75,5.99,AR,1681319659
301,marica,-22.9194,-42.8186,85.95,68,97,6.17,BR,1681319627
302,ghanzi,-21.5667,21.7833,76.39,25,0,6.22,BW,1681319660
303,saint-louis,16.3333,-15.0,91.54,30,96,4.76,SN,1681319661
304,arrifes,37.7667,-25.7,61.05,82,75,8.05,PT,1681319661
305,savannah bight,16.45,-85.85,77.45,71,0,1.36,HN,1681319662
306,cervo,43.6702,-7.4101,53.96,60,64,19.17,ES,1681319662
307,bani walid,31.7566,13.9942,75.83,13,0,4.43,LY,1681319662
308,juegang,32.3174,121.1855,56.98,61,99,9.98,CN,1681319663
309,pisco,-13.7,-76.2167,82.02,61,0,8.05,PE,1681319231
310,petlawad,23.0,74.8,89.62,22,7,13.24,IN,1681319664
311,san patricio,28.017,-97.5169,76.95,53,0,6.89,US,1681319203
312,kachug,53.9606,105.8817,25.54,67,100,7.85,RU,1681319665
313,victor harbor,-35.5667,138.6167,56.68,77,37,9.8,AU,1681319665
314,puerto leguizamo,-0.1934,-74.7819,88.84,61,78,1.16,CO,1681319665
315,xining,36.6167,101.7667,50.41,30,96,8.37,CN,1681319666
316,agirish,61.9247,63.0231,24.39,97,100,8.48,RU,1681319666
317,samana,19.2056,-69.3369,82.62,74,40,6.91,DO,1681319667
318,birjand,32.8663,59.2211,73.87,13,40,6.91,IR,1681319667
319,karema,-6.8205,30.4389,74.17,83,100,1.99,TZ,1681319668
320,noumea,-22.2763,166.4572,79.0,99,91,2.3,NC,1681319485
321,boden,65.8252,21.6886,42.8,100,100,4.29,SE,1681319669
322,gravdal,68.1214,13.5031,48.09,49,0,9.22,NO,1681319669
323,svetlogorsk,52.6333,29.7333,49.69,75,100,14.29,BY,1681319258
324,san juan,-31.5375,-68.5364,69.42,49,100,17.13,AR,1681319176
325,wamba,8.9333,8.6,95.88,24,83,8.03,NG,1681319670
326,progreso,21.2833,-89.6667,86.11,58,65,8.5,MX,1681319671
327,ahuimanu,21.4447,-157.8378,74.91,77,40,14.97,US,1681319671
328,asau,46.4333,26.4,47.32,91,100,3.42,RO,1681319170
329,vila franca do campo,37.7167,-25.4333,63.01,73,88,2.8,PT,1681319196
330,huarmey,-10.0681,-78.1522,79.03,76,87,8.39,PE,1681319672
331,teahupoo,-17.8333,-149.2667,73.36,74,20,5.26,PF,1681319316
332,severo-kurilsk,50.6789,156.125,30.92,96,100,21.5,RU,1681319176
333,iquitos,-3.7481,-73.2472,89.64,74,75,3.44,PE,1681319673
334,ndjole,-0.1783,10.7649,79.03,88,100,2.06,GA,1681319674
335,ales,44.1333,4.0833,61.88,62,100,11.03,FR,1681319674
336,antalaha,-14.9003,50.2788,78.08,81,36,1.63,MG,1681319674
337,waipawa,-41.4122,175.5153,54.52,87,97,3.58,NZ,1681319674
338,touros,-5.1989,-35.4608,85.28,67,72,15.93,BR,1681319024
339,corinth,37.9407,22.9573,58.89,65,18,13.35,GR,1681319675
340,sibu,2.3,111.8167,73.78,96,76,0.38,MY,1681319675
341,enshi,30.3,109.4833,63.75,90,98,2.21,CN,1681319676
342,gaoua,10.2992,-3.2508,103.06,9,80,8.63,BF,1681319676
343,khani,41.9563,42.9566,44.17,98,100,3.85,GE,1681319676
344,catalina foothills,32.2979,-110.9187,85.75,19,0,5.99,US,1681319676
345,houma,29.5958,-90.7195,69.8,84,100,16.11,US,1681319677
346,kizukuri,40.8061,140.3861,41.11,73,8,14.61,JP,1681319677
347,karratha,-20.7377,116.8463,83.98,71,100,2.26,AU,1681318910
348,marsh harbour,26.5412,-77.0636,73.13,80,100,26.42,BS,1681319677
349,constantine,36.365,6.6147,81.81,17,0,18.41,DZ,1681319677
350,sabha,27.0377,14.4283,72.0,10,0,5.46,LY,1681319678
351,kamaishi,39.2667,141.8833,43.03,68,3,6.17,JP,1681319678
352,komsomolskiy,40.4272,71.7189,57.92,77,94,2.3,UZ,1681319140
353,requena,39.4883,-1.1004,72.79,28,42,19.46,ES,1681319678
354,sitka,57.0531,-135.33,39.09,60,100,12.66,US,1681319215
355,bezhetsk,57.7851,36.6965,51.17,47,29,5.73,RU,1681319679
356,merauke,-8.4667,140.3333,78.1,86,100,4.18,ID,1681319679
357,nsoko,-27.0333,31.95,67.6,80,39,5.28,SZ,1681319679
358,lovington,32.944,-103.3485,76.32,34,0,5.01,US,1681319679
359,riyadh,24.6877,46.7219,78.94,23,80,15.48,SA,1681319400
360,hofn,64.2539,-15.2082,46.42,53,20,14.97,IS,1681318994
361,kasamwa,-2.85,32.4333,67.62,80,30,3.33,TZ,1681319680
362,lalsk,60.7415,47.5862,36.59,89,95,3.71,RU,1681319680
363,verkhoyansk,67.5447,133.385,-13.67,100,13,0.85,RU,1681319680
364,fredericksburg,38.3032,-77.4605,83.93,27,0,8.05,US,1681319680
365,fortuna,40.5982,-124.1573,49.35,77,88,5.99,US,1681319243
366,grand gaube,-20.0064,57.6608,76.37,82,69,9.73,MU,1681319681
367,virginia beach,36.8529,-75.978,80.65,27,75,10.36,US,1681319481
368,cockburn town,21.4612,-71.1419,78.66,75,2,12.93,TC,1681319206
369,elko,41.0002,-115.5012,57.22,26,0,15.99,US,1681319358
370,domoni,-12.2569,44.5319,79.52,81,72,4.09,KM,1681319681
371,rawson,-43.3002,-65.1023,53.89,37,0,16.11,AR,1681319260
372,pointe michel,15.25,-61.3833,79.93,68,5,15.57,DM,1681319682
373,soe,-9.8607,124.284,66.02,94,75,3.6,ID,1681319682
374,paita,-5.0892,-81.1144,82.45,69,100,2.86,PE,1681319682
375,ayorou,14.7308,0.9174,103.12,7,80,8.81,NE,1681319682
376,matamoros,25.5333,-103.25,73.51,40,40,13.8,MX,1681319425
377,malatya,38.5,38.0,46.45,81,75,13.8,TR,1681319683
378,portland,45.5234,-122.6762,43.52,89,100,10.36,US,1681319278
379,palmer,42.1584,-72.3287,73.0,29,95,5.01,US,1681319281
380,paamiut,61.994,-49.6678,30.79,58,9,1.66,GL,1681318994
381,dalnerechensk,45.9339,133.7225,38.23,49,95,12.88,RU,1681319684
382,shimoda,34.6667,138.95,55.11,74,0,10.0,JP,1681319190
383,manokwari,-0.8667,134.0833,78.33,84,100,2.44,ID,1681319684
384,luwuk,-0.9516,122.7875,78.87,87,84,2.21,ID,1681319684
385,yashan,22.1975,109.9419,74.03,85,62,8.23,CN,1681319684
386,panjab,34.388,67.0233,42.8,44,3,3.24,AF,1681319685
387,drezna,55.7458,38.8497,53.44,52,81,5.77,RU,1681319685
388,port macquarie,-31.4333,152.9167,56.89,89,97,6.64,AU,1681319685
389,semnan,35.5729,53.3971,73.49,25,64,5.84,IR,1681319685
390,khakurinokhabl,45.0201,40.2291,54.63,97,100,13.53,RU,1681319686
391,mezhdurechenskiy,59.6,65.9333,33.24,92,88,3.42,RU,1681319686
392,severobaykalsk,55.65,109.3167,17.67,85,93,4.9,RU,1681319686
393,sistranda,63.7256,8.834,51.76,67,0,26.22,NO,1681319220
394,haines junction,60.7522,-137.5108,18.64,85,99,1.9,CA,1681319686
395,sibenik,43.7272,15.9058,62.38,47,95,1.97,HR,1681319431
396,dudinka,69.4058,86.1778,-5.85,98,100,10.51,RU,1681319687
397,fairview,40.8126,-73.999,82.11,25,0,17.27,US,1681319687
398,leningradskiy,69.3833,178.4167,-9.51,98,100,5.57,RU,1681319283
399,mitsamiouli,-11.3847,43.2844,82.45,73,76,6.26,KM,1681319687
400,samarai,-10.6167,150.6667,81.61,77,97,4.16,PG,1681319229
401,hammerfest,70.6634,23.6821,36.05,60,0,11.5,NO,1681319688
402,enniscorthy,52.5008,-6.5578,49.82,79,100,28.86,IE,1681319688
403,smithers,54.7804,-127.1743,36.34,74,36,2.48,CA,1681319620
404,sainthia,23.95,87.6667,87.55,8,0,5.82,IN,1681319688
405,ovsyanka,55.9575,92.5519,29.37,72,74,10.98,RU,1681319689
406,stornoway,58.2093,-6.3865,41.04,88,100,11.5,GB,1681319689
407,lodja,-3.4833,23.4333,74.03,80,100,0.58,CD,1681319689
408,mao,39.8885,4.2658,66.76,77,0,8.05,ES,1681319689
409,port hedland,-20.3167,118.5667,82.45,74,97,6.91,AU,1681319176
410,siniscola,40.5719,9.6922,67.55,67,95,3.76,IT,1681319689
411,yinchuan,38.4681,106.2731,62.69,20,100,5.46,CN,1681319690
412,nizwa,22.9333,57.5333,79.48,43,67,1.99,OM,1681319690
413,baykalsk,51.5058,104.1469,27.57,97,100,6.8,RU,1681319690
414,tarut,26.5733,50.0369,82.62,53,46,19.77,SA,1681319690
415,camden,39.7835,-74.9663,81.19,32,48,5.99,US,1681319485
416,coihaique,-45.5752,-72.0662,50.61,46,0,8.05,CL,1681319691
417,san cristobal,7.7669,-72.225,80.78,74,100,4.14,VE,1681319289
418,quatre cocos,-20.2078,57.7625,76.08,82,74,7.07,MU,1681319271
419,liverpool,53.4106,-2.9779,48.74,79,75,28.77,GB,1681319078
420,arusha,-3.3667,36.6833,66.09,82,88,3.74,TZ,1681319692
421,taungdwingyi,20.0167,95.55,86.2,32,19,5.57,MM,1681319692
422,geraldton,-28.7667,114.6,59.41,88,0,5.75,AU,1681319272
423,san vicente,-26.6167,-54.1333,84.79,32,0,4.21,AR,1681319692
424,lompoc,34.6391,-120.4579,63.84,71,98,23.0,US,1681319245
425,dezhou,37.4486,116.2925,63.28,49,96,16.49,CN,1681319693
426,santa maria del oro,25.9333,-105.3667,70.48,36,4,6.98,MX,1681319693
427,jarinu,-23.1014,-46.7283,80.28,68,98,5.75,BR,1681319693
428,hami,42.8,93.45,50.54,49,17,6.87,CN,1681319185
429,carregado,39.0236,-8.9769,61.47,59,100,16.6,PT,1681319694
430,andros,37.8333,24.9333,61.36,63,18,6.46,GR,1681319694
431,sorkjosen,69.8,20.9333,39.2,65,20,14.97,NO,1681319694
432,arona,28.0996,-16.681,79.92,57,0,26.46,ES,1681319694
433,kholodnyy,62.7167,147.95,-9.54,95,88,1.86,RU,1681319695
434,harnosand,62.6323,17.9379,44.62,98,100,16.6,SE,1681319695
435,batemans bay,-35.7167,150.1833,61.11,87,100,8.25,AU,1681319695
436,nueva guinea,11.6876,-84.4562,89.15,38,55,10.83,NI,1681319695
437,carlos barbosa,-29.2975,-51.5036,86.94,55,38,7.67,BR,1681319641
438,luderitz,-26.6481,15.1594,61.47,73,4,9.04,NA,1681319154
439,south sioux city,42.4739,-96.4136,78.75,35,0,20.71,US,1681319696
440,fukue,32.6881,128.8419,58.46,49,37,8.72,JP,1681319266
441,nipawin,53.3668,-104.0009,40.82,77,76,15.35,CA,1681319696
442,gurupa,-1.405,-51.64,85.48,72,74,1.54,BR,1681319474
443,jerome,42.7241,-114.5186,51.28,52,0,11.5,US,1681319697
444,asyut,27.181,31.1837,67.77,26,4,11.14,EG,1681319697
445,cascais,38.6979,-9.4215,61.5,77,40,20.0,PT,1681319697
446,huilong,31.8111,121.655,50.94,65,99,12.26,CN,1681319697
447,atar,20.5169,-13.0499,90.81,29,99,10.54,MR,1681319698
448,zabrani,46.0667,21.55,52.97,89,97,2.17,RO,1681319698
449,gamba,-2.65,10.0,81.23,77,19,7.63,GA,1681319211
450,saquena,-4.6667,-73.5167,92.03,53,96,0.81,PE,1681319698
451,acarau,-2.8856,-40.12,84.49,71,82,7.96,BR,1681319698
452,orchard homes,46.8633,-114.0484,38.59,88,100,4.61,US,1681319698
453,turan,16.0678,108.2208,80.58,89,75,5.75,VN,1681319699
454,alcudia,39.8532,3.1214,75.49,53,10,5.5,ES,1681319699
455,mayo,38.8876,-76.5119,83.66,34,0,16.11,US,1681319699
456,naryan-mar,67.6713,53.087,-9.63,99,7,5.3,RU,1681319704
457,deputatskiy,69.3,139.9,-17.14,100,28,5.08,RU,1681319706
458,felanitx,39.4696,3.1483,74.25,64,6,8.66,ES,1681319706
459,zaysan,47.4667,84.8667,32.2,58,2,1.77,KZ,1681319708
460,oussouye,12.485,-16.5469,90.39,38,81,16.67,SN,1681319708
461,harper,4.375,-7.7169,84.22,72,49,9.06,LR,1681319708
462,mount gambier,-37.8333,140.7667,59.23,94,96,9.66,AU,1681319247
463,salalah,17.0151,54.0924,84.29,70,20,5.75,OM,1681319200
464,toyooka,35.5333,134.8333,43.7,69,0,4.12,JP,1681319709
465,moorhead,46.8739,-96.7676,47.98,71,0,8.05,US,1681319710
466,bilgoraj,50.5411,22.722,50.67,78,87,4.76,PL,1681319710
467,talnakh,69.4865,88.3972,-9.36,98,100,4.5,RU,1681319256
468,gilbues,-9.8317,-45.3439,90.07,40,37,5.93,BR,1681319474
469,sao felix do xingu,-6.6447,-51.995,82.18,80,92,1.83,BR,1681319711
470,lerwick,60.1545,-1.1494,46.4,84,100,19.93,GB,1681319711
471,hailar,49.2,119.7,27.91,51,7,5.88,CN,1681319712
472,haputale,6.7681,80.9595,63.3,80,100,3.36,LK,1681319712
473,batticaloa,7.7102,81.6924,82.09,75,100,6.69,LK,1681319713
474,muroto,33.2833,134.15,57.87,73,2,7.2,JP,1681319713
475,kaabong,3.4836,34.1492,73.78,48,100,12.8,UG,1681319713
476,japura,-0.3167,102.35,74.62,98,99,1.57,ID,1681319714
477,bama,11.5221,13.6856,92.55,15,99,14.81,NG,1681319714
478,port hardy,50.6996,-127.4199,42.8,87,20,3.44,CA,1681319071
479,varna,43.2167,27.9167,51.87,92,20,6.91,BG,1681319715
480,maraa,-1.8333,-65.3667,86.09,74,78,3.09,BR,1681319715
481,little current,45.9793,-81.9248,46.71,86,44,2.04,CA,1681319715
482,karakol,42.4907,78.3936,39.38,65,89,3.42,KG,1681319716
483,yuxia,34.0615,108.6291,63.73,64,71,4.45,CN,1681319716
484,novouzensk,50.4592,48.1431,58.78,44,100,19.6,RU,1681319724
485,jiblah,13.9216,44.1467,64.8,61,92,8.48,YE,1681319724
486,eyl,7.9803,49.8164,83.41,71,75,14.2,SO,1681319267
487,buluang,13.3068,123.3425,75.79,96,100,3.18,PH,1681319725
488,adrar,20.5022,-10.0711,87.82,27,75,15.08,MR,1681318942
489,aripuana,-9.1667,-60.6333,90.18,52,59,3.04,BR,1681319726
490,baghdad,33.3406,44.4009,67.91,94,75,11.5,IQ,1681319710
491,lorengau,-2.0226,147.2712,80.71,80,99,13.04,PG,1681319209
492,puerto del rosario,28.5004,-13.8627,71.35,68,0,18.41,ES,1681319728
493,arlit,18.7369,7.3853,93.06,8,81,19.57,NE,1681319728
494,ashqelon,31.6693,34.5715,58.89,64,24,21.7,IL,1681319729
495,katherine,-14.4667,132.2667,77.32,88,68,0.0,AU,1681319730
496,senneterre,48.3835,-77.2328,42.04,81,100,3.38,CA,1681319731
497,genhe,50.7833,121.5167,21.15,91,41,3.15,CN,1681319732
498,coquimbo,-29.9533,-71.3436,64.13,77,40,6.91,CL,1681318933
499,grindavik,63.8424,-22.4338,44.55,75,0,16.11,IS,1681319169
500,smolenka,52.1352,113.4974,23.07,80,88,4.47,RU,1681319733
501,san luis,-33.295,-66.3356,57.13,82,100,17.9,AR,1681319086
502,vilcun,-38.65,-72.2333,66.94,42,100,3.6,CL,1681319733
503,silvan,38.1419,41.0081,53.89,81,69,5.06,TR,1681319734
504,acajutla,13.5928,-89.8275,88.34,47,4,9.91,SV,1681319734
505,tonj,7.2737,28.6822,92.07,33,57,3.87,SS,1681319735
506,denpasar,-8.65,115.2167,80.26,88,40,4.61,ID,1681319001
507,maceio,-9.6658,-35.7353,89.04,55,40,9.22,BR,1681319736
508,prince rupert,54.3161,-130.3201,39.29,92,100,10.36,CA,1681319059
509,verkhnechusovskiye gorodki,58.1671,57.1086,41.36,78,85,4.45,RU,1681319736
510,sisimiut,66.9395,-53.6735,26.98,85,82,8.55,GL,1681319279
511,katsuura,35.1333,140.3,59.02,70,47,22.53,JP,1681319295
512,waddan,29.1614,16.139,70.32,15,0,0.63,LY,1681319736
513,mizur,42.8531,44.0531,51.33,89,100,5.21,RU,1681319737
514,sumbe,-11.2061,13.8437,80.58,85,87,6.04,AO,1681319737
515,mehamn,71.0357,27.8492,30.15,69,0,24.16,NO,1681319231
516,awbari,26.5921,12.7805,74.88,11,4,7.49,LY,1681319738
517,carauari,-4.8828,-66.8958,92.46,51,95,0.45,BR,1681319738
518,bombay,19.0144,72.8479,89.58,45,20,5.75,IN,1681319731
519,jalu,29.0331,21.5482,69.82,23,0,7.25,LY,1681319738
520,kathu,7.9178,98.3332,84.02,79,93,7.23,TH,1681319738
521,pathalgaon,22.5667,83.4667,81.97,16,0,6.67,IN,1681319739
522,aquiraz,-3.9014,-38.3911,87.89,62,98,7.38,BR,1681318900
523,pacanga,-7.1667,-79.5,83.62,63,84,9.13,PE,1681319739
524,cerrito,6.8432,-72.694,61.84,81,100,0.6,CO,1681319739
525,anchorage,61.2181,-149.9003,34.68,90,100,14.97,US,1681319081
526,sorong,-0.8833,131.25,82.11,83,100,12.53,ID,1681319183
527,havre-saint-pierre,50.2334,-63.5986,41.07,79,100,1.25,CA,1681319740
528,ambilobe,-13.2,49.05,75.38,88,52,0.63,MG,1681319740
529,taltal,-25.4,-70.4833,69.48,71,6,4.23,CL,1681319740
530,goulburn,-34.75,149.7167,49.78,96,100,3.0,AU,1681319741
531,ixtapa,20.7,-105.2,76.23,61,40,8.05,MX,1681319741
532,chernyshevskiy,63.0128,112.4714,0.82,97,76,4.94,RU,1681319173
533,mahibadhoo,3.7833,72.9667,83.8,75,55,12.84,MV,1681319168
534,uivar,45.6581,20.9058,52.11,82,58,7.38,RO,1681319741
535,beisfjord,68.3751,17.5988,48.25,66,8,8.81,NO,1681319212
536,kutum,14.2,24.6667,81.07,16,93,11.99,SD,1681319742
537,omsukchan,62.5333,155.8,-11.2,99,57,2.93,RU,1681319742
538,bela,25.9333,81.9833,87.84,16,8,8.19,IN,1681319742
539,medicine hat,50.0501,-110.6683,37.72,79,73,1.01,CA,1681319742
540,ilheus,-14.7889,-39.0494,83.41,66,36,8.75,BR,1681319524
541,kalemie,-5.9475,29.1947,73.56,80,96,1.54,CD,1681319743
542,yulara,-25.2406,130.9889,76.57,57,100,4.36,AU,1681319249
543,bonavista,48.6499,-53.1147,35.83,83,69,4.27,CA,1681319165
544,valparaiso,-33.0393,-71.6273,64.99,73,75,9.22,CL,1681318960
545,alenquer,-1.9417,-54.7383,87.19,60,45,2.89,BR,1681319744
546,poum,-20.2333,164.0167,78.66,79,10,7.78,NC,1681319216
547,lulea,65.5842,22.1547,42.87,65,0,4.61,SE,1681319744
548,san juan atitan,15.4333,-91.6333,72.63,40,20,4.21,GT,1681319745
549,kalaleh,37.3807,55.4916,77.32,27,84,6.8,IR,1681319745
550,epalinges,46.5518,6.6683,48.58,88,100,13.85,CH,1681319745
551,porto novo,6.4965,2.6036,85.15,68,100,5.97,BJ,1681319745
552,najran,17.4924,44.1277,80.85,37,82,4.52,SA,1681319241
